local,preco,metragem,quartos,garagens,banheiros,bairro
"Rua Mariano Torres, Centro",1134100,106,3,1,3,28
"Alto da Glória, Curitiba",531065,42,1,1,1,4
"Rua Manoel Eufrásio, Juvevê",1675000,145,3,3,5,46
"Rebouças, Curitiba",680000,69,2,2,2,58
"Rua Martim Afonso, Bigorrilho",2133900,160,3,3,4,14
"Rua Professora Nahir Veiga, Campo Comprido",334184,55,2,1,1,23
"Rua Júlio Zandoná, Boqueirão",1150000,200,4,5,5,17
"Travessa Rafael Francisco Greca, Água Verde",466169,48,1,1,1,1
"Travessa Rafael Francisco Greca, Água Verde",465829,48,1,1,1,1
"Juvevê, Curitiba",1472000,160,3,3,3,46
"Rua Maranhão, Água Verde",536760,56,2,1,1,1
"Avenida República Argentina, Portão",228677,35,1,,1,56
"Rua Santo Beato Otaviano, Cajuru",850000,180,3,2,3,21
"Rua Professor Wenceslau Muniz, Capão Raso",424000,360,,,,26
"Avenida Visconde de Guarapuava, Centro",354135,34,1,,1,28
"Avenida Iguaçu, Vila Izabel",4033850,264,3,5,4,77
"Centro, Curitiba",332000,56,,,2,28
"Rua Alferes Ângelo Sampaio, Bigorrilho",726000,69,2,1,2,14
"Rua Tamoios, Vila Izabel",1670934,160,3,2,4,77
"Rua General Mário Tourinho, Barigui",4200000,322,,3,6,11
"Rua Jovino do Rosário, Boa Vista",481027,60,3,1,2,15
"Alameda Dom Pedro II, Batel",800000,133,3,1,3,13
"Rua Oliveira Viana, Hauer",630000,180,3,2,3,41
"Rua Engenheiro Heitor Soares Gomes, Portão",880000,195,3,2,3,56
"Rua Rio Mucuri, Bairro Alto",490000,400,,,,10
"Rua Aristeu Martins, Uberaba",429000,76,3,2,2,75
"Rua Jovino do Rosário, Boa Vista",498625,60,3,1,2,15
"Xaxim, Curitiba",659000,158,3,3,3,79
"Rua Deputado Benedito Lúcio Machado, Xaxim",539900,109,3,1,3,79
"Avenida República Argentina, Portão",398503,62,1,,1,56
"Rua Guaratuba, Juvevê",1998000,156,3,3,4,46
"Rua Emanoel Voluz, Pinheirinho",237000,10,,,,55
"Rua Antônio Greca, São Lourenço",915000,240,3,4,4,67
"Rua Rosa Kaint Nadolny, Campo Comprido",1848886,142,3,2,3,23
"Rua Antônio Lago, Boa Vista",980000,101,3,2,3,15
"Rua Padre Dehon, Hauer",615000,130,3,2,2,41
"Rua Baltazar Carrasco dos Reis, Rebouças",428000,55,2,1,1,58
"Rua Ângelo Tozim, Campo de Santana",138470,44,2,1,1,24
"Rua Marquês do Paraná, Água Verde",1880000,145,3,,4,1
"Rua Visconde do Rio Branco, Mercês",897000,87,2,1,2,49
"Rua Itupava, Alto da Glória",1972000,179,,2,,4
"Rua Fernando Amaro, Cristo Rei",1338780,129,3,2,2,34
"Rua José Cadilhe, Água Verde",2200000,188,4,3,2,1
"Rua Aristides Teixeira, Centro Cívico",823000,200,8,2,3,28
"Xaxim, Curitiba",847000,180,3,5,2,79
"Rua André Zílio, Santo Inácio",1699000,263,3,5,6,63
"Rua Kalil Elias Warde, Campina do Siqueira",2990000,450,4,6,6,22
"Rua Hermenegildo Luca, Santa Felicidade",2980000,307,3,2,5,61
"Rua Vinte e Nove de Junho, Bacacheri",415000,54,2,1,1,9
"Rua José Izidoro Biazetto, Campo Comprido",889000,95,3,2,2,23
"Rua João Batista Trentin, Tingui",469900,59,2,1,1,74
"Rua Paulo Setúbal, Boqueirão",261136,47,2,1,1,17
"Rua Professor Guido Straube, Vila Izabel",576000,47,,,1,77
"Rua Rio Iriri, Bairro Alto",550000,280,,,,10
"Rua Doutor Bley Zornig, Boqueirão",650000,110,3,1,3,17
"Água Verde, Curitiba",499900,54,2,1,2,1
"Rua José Hella, Vista Alegre",456000,390,,,,78
"Rua Antônio Parolin Júnior, Parolin",409000,83,3,2,3,53
"São Braz, Curitiba",520000,105,3,3,1,64
"Rua Desembargador Otávio do Amaral, Batel",948833,73,2,2,2,13
"Rua Rogério Pereira de Camargo, Cidade Industrial",283900,46,2,1,1,33
"Batel, Curitiba",5257000,571,3,5,5,13
"Rua João Fonseca Mercer, Atuba",672000,160,3,2,4,7
"Alameda Cabral, Centro",730000,95,2,1,2,19
"Rua Indianópolis, Alto Boqueirão",590000,104,2,8,2,3
"Rua Barão dos Campos Gerais, Juvevê",2170000,208,3,4,6,46
"Capão Raso, Curitiba",356000,71,3,1,1,26
"Rua Maria Clara, Alto da Glória",1652500,118,3,2,2,4
